state,declaration_type,declaration_date,incident_type,declaration_title,ih_program_declared,ia_program_declared,pa_program_declared,hm_program_declared,incident_begin_date,incident_end_date,country_name,designated_area,declaration_request_number,deaths,incident_duration
Connecticut,Velika katastrofa,1979-10-04,Tornado,Tornado & Severe Storms,0,1,0,0,1979-10-04,1979-10-04,Hartford County,"Hartford (County)(in PMSA 1170,3280,5440)",80001,4317,3
Illinois,Upravljanje hitnim situacijama,2008-03-13,Snowstorm,Record Snow And Near Record Snow,0,0,1,0,2008-02-05,2008-02-06,Stephenson County,Stephenson (County),8033,5662,3
Ohio,Velika katastrofa,2019-04-08,Flood,"Severe Storms, Flooding, And Landslides",0,0,1,1,2019-02-05,2019-02-13,Ross County,Ross (County),19015,6284,20
Maine,Upravljanje hitnim situacijama,1980-09-20,Fishing Losses,Red Tide-Toxic Algae,0,1,0,0,1980-09-20,1980-09-20,Cumberland County (Maine),Cumberland (County),80069,4691,3
Oklahoma,Velika katastrofa,2001-06-29,Severe Storm,"Severe Storms, Flooding, And Tornadoes",0,0,1,0,2001-05-27,2001-05-30,Okfuskee County,Okfuskee (County),1071,3491,13
Alabama,Upravljanje hitnim situacijama,2008-08-30,Hurricane,Hurricane Gustav,0,0,1,0,2008-08-29,2008-09-03,Morgan County (Alabama),Morgan (County),8135,6093,9
California,Velika katastrofa,1970-02-16,Flood,Severe Storms & Flooding,0,1,1,0,1970-02-16,1970-02-16,Sutter County,Sutter (County),70010,663,14
Washington,Upravljanje požarom,2012-09-10,Fire,Byrd Canyon Fire,0,0,1,0,2012-09-10,2012-09-18,Chelan County,Chelan (County),12088,4920,3
Virginia,Velika katastrofa,1996-01-13,Snowstorm,Blizzard Of 96 (Severe Snow Storm),0,0,1,0,1996-01-06,1996-01-12,Emporia city,Emporia,96018,6751,23
Florida,Velika katastrofa,2022-12-13,Hurricane,Hurricane Nicole,1,0,1,1,2022-11-07,2022-11-30,Brevard County,Brevard (County),22104,1453,12
Arkansas,Velika katastrofa,1990-05-15,Flood,Severe Storms & Flooding,0,1,1,0,1990-05-01,1990-06-03,Crawford County (Arkansas),Crawford (County),90017,5576,18
Arkansas,Velika katastrofa,2017-06-15,Severe Storm,"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",0,0,1,1,2017-04-26,2017-05-19,Marion County (Arkansas),Marion (County),17049,19,13
Minnesota,Velika katastrofa,2002-06-14,Severe Storm,"Severe Storms, Flooding And Tornadoes",0,1,1,1,2002-06-09,2002-06-28,Pennington County (Minnesota),Pennington (County),2069,1096,11
Mississippi,Velika katastrofa,2003-04-24,Severe Storm,"Severe Storms, Tornadoes, Floods",1,1,1,1,2003-04-06,2003-04-25,Warren County (Mississippi),Warren (County),3032,8707,4
Minnesota,Velika katastrofa,1970-07-22,Flood,Heavy Rains & Flooding,0,1,1,0,1970-07-22,1970-07-22,St. Louis County (Minnesota),St. Louis (County),70018,7105,3
Texas,Upravljanje hitnim situacijama,1999-09-01,Fire,Extreme Fire Hazards,0,0,1,0,1999-08-01,1999-12-10,Lee County (Texas),Lee (County),99077,9592,12
North Carolina,Velika katastrofa,1996-09-06,Hurricane,Hurricane Fran,0,1,1,0,1996-09-05,1996-10-21,Pender County,Pender (County),96177,2214,8
Virginia,Velika katastrofa,2010-02-16,Snowstorm,Severe Winter Storm And Snowstorm,0,0,1,1,2009-12-18,2009-12-20,Scott County (Virginia),Scott (County),10010,2146,21
Iowa,Velika katastrofa,2013-07-02,Severe Storm,"Severe Storms, Tornadoes, And Flooding",0,0,1,1,2013-05-19,2013-06-14,Lee County (Iowa),Lee (County),13038,5562,13
North Dakota,Velika katastrofa,2010-04-30,Flood,Flooding,0,0,1,1,2010-02-26,2010-07-15,Dickey County,Dickey (County),10023,59,13
Massachusetts,Upravljanje hitnim situacijama,2003-03-11,Snowstorm,Snow,0,0,1,0,2003-02-17,2003-02-18,Franklin County (Massachusetts),Franklin (County),3011,7594,2
Georgia,Velika katastrofa,2007-03-03,Severe Storm,Severe Storms And Tornadoes,0,0,1,1,2007-03-01,2007-03-02,Stewart County (Georgia),Stewart (County),7801,7396,22
North Dakota,Velika katastrofa,1966-07-09,Flood,Severe Storms & Flooding,0,1,1,0,1966-07-09,1966-07-09,Mercer County (North Dakota),Mercer (County),66018,6635,12
Louisiana,Upravljanje hitnim situacijama,2005-09-21,Hurricane,Hurricane Rita,0,0,1,0,2005-09-20,2005-11-01,Assumption Parish,Assumption (Parish),5136,7873,23
North Dakota,Velika katastrofa,2013-10-31,Severe Storm,Severe Winter Storm,0,0,1,1,2013-10-04,2013-10-05,Morton County (North Dakota),Morton (County),13094,8596,4
Louisiana,Velika katastrofa,2008-09-02,Hurricane,Hurricane Gustav,1,1,1,1,2008-09-01,2008-09-11,Rapides Parish,Rapides (Parish),8138,2012,2
Ohio,Velika katastrofa,2007-08-27,Severe Storm,"Severe Storms, Flooding, And Tornadoes",1,1,1,1,2007-08-20,2007-08-28,Wyandot County,Wyandot (County),7896,5023,4
Ohio,Velika katastrofa,1992-08-04,Severe Storm,"Severe Storms, Tornadoes & Flooding",0,1,1,0,1992-07-12,1992-08-01,Mahoning County,Mahoning (County),92029,4493,23
Iowa,Velika katastrofa,2013-07-02,Severe Storm,"Severe Storms, Tornadoes, And Flooding",0,0,1,1,2013-05-19,2013-06-14,O Brien Country,O'Brien (County),13038,3679,8
Puerto Rico,Upravljanje hitnim situacijama,2020-01-07,Earthquake,Earthquakes,0,0,1,0,2019-12-28,2020-02-04,Manati Municipio,Manati (Municipio),20001,4629,19
Wisconsin,Velika katastrofa,2018-10-18,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, Flooding, And Landslides",0,0,1,1,2018-08-17,2018-09-14,Fond du Lac County,Fond du Lac (County),18111,5725,20
North Dakota,Velika katastrofa,1976-04-16,Flood,Flooding,0,1,1,0,1976-04-16,1976-04-16,Rolette County,Rolette (County),76043,7684,7
South Carolina,Velika katastrofa,1990-10-22,Flood,Severe Storms & Flooding,0,1,1,0,1990-10-11,1990-10-28,Florence County (South Carolina),Florence (County),90049,3720,12
Ohio,Velika katastrofa,2004-09-19,Severe Storm,Severe Storms And Flooding,1,1,0,1,2004-08-27,2004-09-27,Trumbull County,Trumbull (County),4117,8104,4
North Dakota,Velika katastrofa,1978-04-17,Flood,"Storms, Ice Jams, Snowmelt & Flooding",0,1,1,0,1978-04-17,1978-04-17,Slope County,Slope (County),78065,3742,11
Maine,Velika katastrofa,1996-03-13,Severe Storm,"Severe Storms, Ice Jams, Flooding",0,0,1,0,1996-01-19,1996-02-06,Penobscot County,Penobscot (County),96038,6047,10
Colorado,Velika katastrofa,1965-06-19,Tornado,"Tornadoes, Severe Storms & Flooding",0,1,1,0,1965-06-19,1965-06-19,Prowers County,Prowers (County),65026,7101,9
New York,Upravljanje hitnim situacijama,2001-12-31,Snowstorm,Snow,0,0,1,0,2001-12-24,2001-12-29,Wyoming County (New York),Wyoming (County),2001,2963,14
California,Velika katastrofa,2006-02-03,Severe Storm,"Severe Storms, Flooding, Mudslides, And Landslides",1,1,1,1,2005-12-17,2006-01-03,El Dorado County,El Dorado (County),6040,2867,14
Kentucky,Velika katastrofa,2011-05-04,Severe Storm,"Severe Storms, Tornadoes, And Flooding",0,0,1,1,2011-04-12,2011-05-20,Clay County (Kentucky),Clay (County),11084,2519,5
Kentucky,Velika katastrofa,2009-05-29,Severe Storm,"Severe Storms, Tornadoes, Flooding And Mudslides",0,0,1,1,2009-05-03,2009-05-20,Ballard County,Ballard (County),9066,8334,1
Kentucky,Velika katastrofa,2008-10-09,Severe Storm,Severe Wind Storm Associated With Tropical Depression Ike,0,0,1,1,2008-09-12,2008-09-14,Trigg County,Trigg (County),8163,9872,9
Puerto Rico,Velika katastrofa,1998-09-24,Hurricane,Hurricane Georges - 18 Sep 98,0,1,1,0,1998-09-20,1998-10-27,Cabo Rojo Municipio,Cabo Rojo (Municipio),99021,3004,8
Arkansas,Velika katastrofa,2020-07-10,Tornado,Severe Storms And Straight-Line Winds,0,0,1,1,2020-04-12,2020-04-12,Phillips County (Arkansas),Phillips (County),20196,5141,20
Louisiana,Velika katastrofa,1998-09-23,Hurricane,Hurricane Georges/Ts Frances,0,1,1,0,1998-09-09,1998-10-04,Plaquemines Parish,Plaquemines (Parish),98076,6587,5
Alabama,Velika katastrofa,2004-09-15,Hurricane,Hurricane Ivan,1,1,0,1,2004-09-13,2004-09-30,Fayette County (Alabama),Fayette (County),4109,1397,4
Florida,Velika katastrofa,2004-09-16,Hurricane,Hurricane Ivan,0,0,1,1,2004-09-13,2004-11-17,Jefferson County (Florida),Jefferson (County),4112,8776,17
New Hampshire,Upravljanje hitnim situacijama,2005-04-28,Snowstorm,Record Snow,0,0,1,0,2005-03-11,2005-03-12,Sullivan County (New Hampshire),Sullivan (County),5029,8807,11
South Carolina,Upravljanje hitnim situacijama,2014-02-12,Severe Ice Storm,Severe Winter Storm,0,0,1,0,2014-02-10,2014-02-19,Sumter County (South Carolina),Sumter (County),14011,6750,6
Florida,Velika katastrofa,2004-09-04,Hurricane,Hurricane Frances,0,0,1,1,2004-09-03,2004-10-08,Taylor County (Florida),Taylor (County),4097,2065,6
Washington,Upravljanje požarom,1985-08-30,Fire,Tonasket/Baker Fire,0,0,1,0,1985-08-30,1985-08-30,Washington,Statewide,85050,8678,21
Indiana,Velika katastrofa,1991-01-05,Flood,Severe Storms & Flooding,0,1,1,0,1990-12-28,1991-01-22,Marshall County (Indiana),Marshall (County),91004,7644,8
North Dakota,Velika katastrofa,2020-07-09,Flood,Flooding,0,0,1,1,2020-04-01,2020-04-25,Ransom County,Ransom (County),20188,9600,13
Oklahoma,Velika katastrofa,2010-05-24,Severe Storm,"Severe Storms, Tornadoes, And Straight-Line Winds",1,0,0,1,2010-05-10,2010-05-13,Oklahoma County,Oklahoma (County),10059,6911,3
Virginia,Upravljanje hitnim situacijama,2012-10-29,Hurricane,Hurricane Sandy,0,0,1,0,2012-10-26,2012-11-01,Mecklenburg County (Virginia),Mecklenburg (County),12112,5370,19
Mississippi,Velika katastrofa,2019-12-06,Severe Storm,"Severe Storm, Straight-Line Winds, And Flooding",0,0,1,1,2019-10-26,2019-10-26,Jasper County (Mississippi),Jasper (County),19099,6662,22
Vermont,Velika katastrofa,1998-06-30,Severe Storm,Severe Storms And Flooding,0,1,1,0,1998-06-17,1998-08-17,Addison County,Addison (County),98237,8541,4
Indiana,Velika katastrofa,1974-04-04,Tornado,Tornadoes,0,1,1,0,1974-04-04,1974-04-04,Kosciusko County,Kosciusko (County),74029,1668,3
Georgia,Upravljanje hitnim situacijama,2017-09-08,Hurricane,Hurricane Irma,0,0,1,0,2017-09-07,2017-09-20,Lanier County,Lanier (County),17100,1455,10
Kentucky,Velika katastrofa,2018-04-12,Flood,"Severe Storms, Flooding, Landslides, And Mudslides",0,0,1,1,2018-02-09,2018-02-14,Knott County,Knott (County),18008,4987,5
North Dakota,Velika katastrofa,1997-04-07,Flood,"Severe Flooding,Severe Winter Storms, Snowmelt, Spring Rains",0,1,1,0,1997-02-28,1997-05-24,Mountrail County,Mountrail (County),97050,5320,13
Ohio,Upravljanje hitnim situacijama,1978-01-26,Snowstorm,Blizzards & Snowstorms,0,0,1,0,1978-01-26,1978-01-26,Richland County (Ohio),Richland (County),78026,5308,5
Arkansas,Upravljanje hitnim situacijama,2020-08-27,Hurricane,Hurricane Laura,0,0,1,0,2020-08-26,2020-08-28,Faulkner County,Faulkner (County),20250,4880,17
New York,Velika katastrofa,1972-06-23,Flood,Tropical Storm Agnes,0,1,1,0,1972-06-23,1972-06-23,Onondaga County,Onondaga (County),72034,1910,14
Kansas,Velika katastrofa,2010-03-09,Severe Storm,Severe Winter Storms And Snowstorm,0,0,1,1,2009-12-22,2010-01-08,Clay County (Kansas),Clay (County),10022,3243,16
Florida,Upravljanje hitnim situacijama,1980-05-06,Human Cause,Undocumented Aliens,0,0,1,0,1980-05-06,1980-05-06,Palm Beach County,Palm Beach (County),80032,4843,7
Texas,Upravljanje hitnim situacijama,1993-09-10,Drought,Extreme Fire Hazard,0,0,1,0,1993-08-30,1993-11-15,Erath County,Erath (County),93043,4267,23
Vermont,Velika katastrofa,1998-06-30,Severe Storm,Severe Storms And Flooding,0,1,1,0,1998-06-17,1998-08-17,Washington County (Vermont),Washington (County),98237,1122,10
Tennessee,Velika katastrofa,1998-07-23,Severe Storm,Severe Storms And Flooding,0,1,1,0,1998-07-13,1998-07-28,Lewis County (Tennessee),Lewis (County),98241,9394,8
California,Velika katastrofa,2017-04-01,Flood,"Severe Winter Storms, Flooding, And Mudslides",0,0,1,1,2017-02-01,2017-02-23,Yolo County,Yolo (County),17031,434,3
Nebraska,Velika katastrofa,1997-11-01,Severe Storm,"Severe Snow Storms, Rain, And Strong Winds",0,0,1,0,1997-10-24,1997-10-26,Otoe County,Otoe (County),98001,3622,19
Texas,Upravljanje požarom,2011-06-20,Fire,Dyer Mill Fire,0,0,1,0,2011-06-19,2011-07-06,Grimes County,Grimes (County),11144,6294,1
Oklahoma,Upravljanje požarom,2018-04-13,Fire,34 Fire Complex,0,0,1,1,2018-04-11,2018-04-23,Woodward County,Woodward (County),18017,9585,21
Missouri,Velika katastrofa,1993-07-09,Flood,Severe Storms & Flooding,0,1,1,0,1993-06-10,1993-10-25,Pike County (Missouri),Pike (County),93030,7278,14
Minnesota,Velika katastrofa,2019-06-12,Flood,"Severe Winter Storm, Straight-Line Winds, And Flooding",0,0,1,1,2019-03-12,2019-04-28,Polk County (Minnesota),Polk (County),19033,4245,13
North Carolina,Upravljanje hitnim situacijama,2005-09-05,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Bertie County,Bertie (County),5092,474,9
Mississippi,Velika katastrofa,2021-10-22,Hurricane,Hurricane Ida,0,0,1,1,2021-08-28,2021-09-01,Lowndes County (Mississippi),Lowndes (County),21110,811,12
North Dakota,Velika katastrofa,2005-07-22,Severe Storm,"Severe Storms, Flooding, And Ground Saturation",0,0,1,1,2005-06-01,2005-07-07,Ward County (North Dakota),Ward (County),5050,2604,4
North Carolina,Upravljanje hitnim situacijama,2016-10-07,Hurricane,Hurricane Matthew,0,0,1,0,2016-10-04,2016-10-24,Lenoir County,Lenoir (County),16097,321,22
New York,Velika katastrofa,1996-01-12,Snowstorm,Blizzard Of 96 (Severe Snow Storm),0,0,1,0,1996-01-06,1996-01-12,Richmond County (New York),Richmond (County),96014,7319,17
California,Velika katastrofa,1955-12-23,Flood,Flood,0,1,1,1,1955-12-23,1955-12-23,California,Statewide,55018,1144,12
Louisiana,Velika katastrofa,1999-04-09,Severe Storm,"Severe Storms, Tornadoes And Flooding",0,1,1,1,1999-04-03,1999-04-07,Caddo Parish,Caddo (Parish),99024,7774,8
Mississippi,Upravljanje hitnim situacijama,1982-04-10,Tornado,Tornadoes,0,1,0,0,1982-04-10,1982-04-10,Kemper County,Kemper (County),82017,8158,19
Louisiana,Velika katastrofa,2001-06-11,Coastal Storm,Tropical Storm Allison,0,1,1,0,2001-06-05,2001-06-22,St. Bernard Parish,St. Bernard (Parish),1066,1977,7
Montana,Velika katastrofa,2000-08-30,Fire,Wildfires,0,1,0,0,2000-07-13,2000-09-25,Montana,Fort Belknap Indian Reservation,114,9228,15
West Virginia,Velika katastrofa,2003-11-21,Severe Storm,"Severe Storms, Flooding, And Landslides",1,1,1,1,2003-11-11,2003-11-30,Boone County (West Virginia),Boone (County),3135,3772,9
Missouri,Velika katastrofa,1977-05-07,Tornado,Tornadoes & Flooding,0,1,1,0,1977-05-07,1977-05-07,Lafayette County (Missouri),Lafayette (County),77086,3004,12
Maryland,Upravljanje hitnim situacijama,1993-03-16,Snowstorm,Severe Snowfall & Winter Storm,0,0,1,0,1993-03-13,1993-03-17,Anne Arundel County,Anne Arundel (County),93013,2254,7
Texas,Velika katastrofa,2005-09-24,Hurricane,Hurricane Rita,0,0,1,1,2005-09-23,2005-10-14,Donley County,Donley (County),5140,2282,13
New Hampshire,Upravljanje hitnim situacijama,2005-09-19,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Rockingham County (New Hampshire),"Rockingham (County)(in (P)MSA 4160,4760,6450)",5130,747,15
Maine,Upravljanje hitnim situacijama,2005-09-19,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Washington County (Maine),Washington (County),5128,3405,21
Virginia,Velika katastrofa,1999-09-18,Hurricane,Hurricane Floyd Major Disaster Declarations,0,1,1,1,1999-09-13,1999-09-26,Brunswick County (Virginia),Brunswick (County),99096,3719,21
New York,Velika katastrofa,1977-02-05,Snowstorm,Snowstorms,0,1,1,0,1977-02-05,1977-02-05,Genesee County (New York),Genesee (County),77034,5379,21
Oregon,Upravljanje hitnim situacijama,1977-04-29,Drought,Drought,0,0,1,0,1977-04-29,1977-04-29,Sherman County (Oregon),Sherman (County),77065,5181,14
Indiana,Velika katastrofa,1996-07-03,Severe Storm,Severe Storms And Flooding,0,0,1,0,1996-04-28,1996-05-25,Ripley County (Indiana),Ripley (County),96126,8267,15
South Carolina,Upravljanje hitnim situacijama,2019-09-01,Hurricane,Hurricane Dorian,0,0,1,0,2019-08-31,2019-09-06,Kershaw County,Kershaw (County),19075,4853,19
Puerto Rico,Velika katastrofa,1998-09-24,Hurricane,Hurricane Georges - 18 Sep 98,0,1,1,0,1998-09-20,1998-10-27,Dorado Municipio,Dorado (Municipio),99021,4379,3
Puerto Rico,Upravljanje hitnim situacijama,2020-07-29,Hurricane,Potential Tropical Cyclone Nine,0,0,1,0,2020-07-27,2020-07-31,Maricao Municipio,Maricao (Municipio),20218,8712,18
Washington,Velika katastrofa,2021-04-08,Severe Storm,"Severe Winter Storm, Straight-Line Winds, Flooding, Landslides, And Mudslides",0,0,1,0,2020-12-29,2021-01-16,Lewis County (Washington),Lewis (County),21020,1326,12
Virginia,Velika katastrofa,2006-09-22,Severe Storm,"Tropical Depression Ernesto, Severe Storms And Flooding",0,0,1,1,2006-08-29,2006-09-07,Lancaster County (Virginia),Lancaster (County),6149,2199,23
Puerto Rico,Velika katastrofa,2001-11-28,Severe Storm,"Severe Storms, Flooding, Mudslides And Landslides",0,0,1,1,2001-11-07,2001-11-09,Barranquitas Municipio,Barranquitas (Municipio),1108,2461,13
Florida,Upravljanje hitnim situacijama,2021-07-04,Severe Storm,Tropical Storm Elsa,0,0,1,0,2021-07-04,2021-07-08,Putnam County (Florida),Putnam (County),21049,7370,4
Minnesota,Velika katastrofa,2022-07-08,Severe Storm,"Severe Storms, Straight-Line Winds, Tornadoes, And Flooding",0,0,1,1,2022-05-08,2022-05-13,Morrison County,Morrison (County),22055,6991,10
Rhode Island,Velika katastrofa,2012-11-03,Hurricane,Hurricane Sandy,0,0,1,1,2012-10-26,2012-10-31,Kent County (Rhode Island),Kent (County),12119,9710,5
Oklahoma,Velika katastrofa,2019-06-01,Severe Storm,"Severe Storms, Straight-Line Winds, Tornadoes, And Flooding",0,0,1,1,2019-05-07,2019-06-09,Kiowa County (Oklahoma),Kiowa (County),19035,2809,15
Wisconsin,Velika katastrofa,2001-05-11,Flood,"Flooding, Severe Storms And Tornadoes",0,1,1,0,2001-04-10,2001-07-06,Bayfield County,Bayfield (County),1046,3834,5
Puerto Rico,Upravljanje hitnim situacijama,2020-08-22,Hurricane,Tropical Storm Laura,0,0,1,0,2020-08-21,2020-08-23,Lajas Municipio,Lajas (Municipio),20241,5184,20
California,Velika katastrofa,1995-03-12,Severe Storm,"Severe Winter Storms, Flooding Landslides, Mud Flow",0,1,1,0,1995-02-13,1995-04-19,Inyo County,Inyo (County),95017,387,7
North Carolina,Upravljanje hitnim situacijama,2018-09-10,Hurricane,Hurricane Florence,0,0,1,0,2018-09-07,2018-09-29,Polk County (North Carolina),Polk (County),18099,5046,23
Iowa,Velika katastrofa,2008-01-04,Severe Ice Storm,Severe Winter Storm,0,0,1,1,2007-12-10,2007-12-11,Lucas County (Iowa),Lucas (County),7935,4395,9
Florida,Upravljanje hitnim situacijama,1999-04-27,Fire,Fl-Fires 04/15/99,0,0,1,0,1999-04-15,1999-05-25,Okeechobee County,Okeechobee (County),99030,1172,2
Florida,Velika katastrofa,2016-09-28,Hurricane,Hurricane Hermine,1,0,1,1,2016-08-31,2016-09-11,Pasco County,Pasco (County),16090,699,23
Wisconsin,Velika katastrofa,2004-06-18,Severe Storm,Severe Storms And Flooding,1,1,1,1,2004-05-07,2004-07-03,Vernon County (Wisconsin),Vernon (County),4043,6282,21
Maine,Velika katastrofa,1989-06-07,Flood,Severe Storms & Flooding,0,0,1,0,1989-05-05,1989-05-13,Cumberland County (Maine),Cumberland (County),89014,5243,2
Kentucky,Velika katastrofa,2004-08-06,Severe Storm,Severe Storms And Flooding,0,0,1,1,2004-07-13,2004-07-15,Daviess County (Kentucky),Daviess (County),4072,434,8
Texas,Velika katastrofa,1998-08-26,Severe Storm,Tropical Storm Charley,0,0,0,1,1998-08-22,1998-08-31,Hidalgo County (Texas),Hidalgo (County),98062,29,8
Tennessee,Velika katastrofa,1997-03-07,Tornado,"Heavy Rains, Tornadoes, Flooding, Hail, High Winds",0,1,1,0,1997-02-28,1997-03-24,Chester County (Tennessee),Chester (County),97044,755,15
Puerto Rico,Upravljanje hitnim situacijama,2017-09-18,Hurricane,Hurricane Maria,0,0,1,0,2017-09-17,2017-11-15,Aguadilla Municipio,Aguadilla (Municipio),17115,1545,10
Louisiana,Velika katastrofa,2008-09-13,Hurricane,Hurricane Ike,1,1,1,1,2008-09-11,2008-11-07,Allen Parish,Allen (Parish),8148,4849,23
Nebraska,Velika katastrofa,2010-07-15,Severe Storm,Severe Storms And Flooding,0,0,1,1,2010-06-01,2010-08-29,Dawson County (Nebraska),Dawson (County),10075,6238,3
Arkansas,Upravljanje hitnim situacijama,2005-09-02,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Dallas County (Arkansas),Dallas (County),5089,2284,6
Missouri,Upravljanje hitnim situacijama,2009-01-30,Severe Ice Storm,Severe Winter Storm,0,0,1,0,2009-01-26,2009-01-28,Barton County (Missouri),Barton (County),9012,2057,1
South Dakota,Velika katastrofa,2019-06-07,Flood,"Severe Winter Storm, Snowstorm, And Flooding",1,0,1,1,2019-03-13,2019-04-26,Turner County (South Dakota),Turner (County),19028,832,5
Texas,Velika katastrofa,2007-06-29,Severe Storm,"Severe Storms, Tornadoes, And Flooding",0,0,1,1,2007-06-16,2007-08-03,Cottle County,Cottle (County),7851,9704,21
Texas,Velika katastrofa,1994-10-18,Flood,Severe Thunderstorms And Flooding,0,1,1,0,1994-10-14,1994-11-08,Trinity County (Texas),Trinity (County),95005,875,16
California,Velika katastrofa,1998-02-09,Severe Storm,Severe Winter Storms And Flooding,0,1,1,0,1998-02-02,1998-04-30,Orange County (California),Orange (County),98016,1746,8
South Carolina,Velika katastrofa,1999-09-21,Hurricane,Hurricane Floyd Major Disaster Declarations,0,0,1,0,1999-09-14,1999-09-30,Barnwell County,Barnwell (County),99100,5509,14
Puerto Rico,Velika katastrofa,1985-10-10,Flood,"Severe Storms, Flooding & Mudslides",0,1,0,0,1985-10-04,1985-10-07,Bayamon Municipio,Bayamon (Municipio),85064,7871,11
Missouri,Velika katastrofa,2008-02-05,Severe Storm,"Severe Storms, Tornadoes, And Flooding",0,0,1,1,2008-01-07,2008-01-10,Webster County (Missouri),Webster (County),8006,4523,12
Texas,Upravljanje hitnim situacijama,2021-02-14,Severe Ice Storm,Severe Winter Storm,0,0,1,0,2021-02-11,2021-02-21,Freestone County,Freestone (County),21009,5384,21
Alabama,Velika katastrofa,2007-03-03,Severe Storm,Severe Storms And Tornadoes,1,1,0,1,2007-03-01,2007-03-01,Montgomery County (Alabama),Montgomery (County),7800,4718,15
Texas,Upravljanje hitnim situacijama,2005-09-02,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Hays County,Hays (County),5090,8035,21
Alabama,Upravljanje hitnim situacijama,2017-09-11,Hurricane,Hurricane Irma,0,0,1,0,2017-09-08,2017-09-14,Washington County (Alabama),Washington (County),17104,6948,1
Wisconsin,Upravljanje hitnim situacijama,1976-06-17,Drought,Drought,0,0,1,0,1976-06-17,1976-06-17,Winnebago County (Wisconsin),Winnebago (County),76052,1051,4
Minnesota,Velika katastrofa,1969-04-18,Flood,Flooding,0,1,1,0,1969-04-18,1969-04-18,Stevens County (Minnesota),Stevens (County),69018,725,10
